imgArea,cm02,cm10,cm01,CHArea,defectsArea,m20,cm11,m11,filename,defectsN,m10,CHPerimeter,m02,cm20,m01,imgPerimeter
2286.0,23813189.416666664,179214.3333333333,274531.5,3937.5,1532.4999999999968,4472348.166666666,12424752.125,6402478.916666666,00000110.png,11,99086.83333333333,301.41909301280975,12407549.0,8517494.916666666,148309.0,446.73506212234497
2372.0,29832895.666666664,210827.0,333815.8333333333,4544.0,1820.4999999999995,4690907.5,15527788.75,6818770.5,00000111.png,10,102539.83333333333,313.8695316314697,13359861.166666666,10388579.833333332,157475.5,442.59292674064636
2411.5,35129914.0,245733.5,390807.0,5208.0,2153.000000000001,4830191.416666666,18501858.25,6914052.958333333,00000112.png,14,104099.33333333333,323.3995223045349,13469242.75,12579848.5,159942.66666666666,462.7766922712326
2441.0,38422977.166666664,263258.8333333333,425453.5,5578.0,2387.000000000001,4909381.166666666,20143590.25,7061613.916666666,00000113.png,13,104774.0,327.9844512939453,13850459.333333332,13697750.0,164190.5,481.1614682674408
2443.0,40797466.33333333,273143.3333333333,448938.3333333333,5827.0,2588.500000000002,4999252.333333333,20989042.833333332,7077164.25,00000114.png,11,105330.16666666666,331.9824028015137,13895037.333333332,14279785.833333332,164510.5,502.7594473361969
2397.0,40875013.0,261997.16666666666,446692.0,5739.0,2665.9999999999986,4931383.166666666,20244526.083333332,7038099.166666666,00000115.png,10,103248.66666666666,333.82065212726593,14053783.666666666,13413896.833333332,164350.16666666666,507.445739030838
2430.0,40636334.416666664,252540.0,441542.0,5641.5,3082.5000000000036,5080653.5,19503286.541666664,7207638.833333333,00000116.png,8,105604.83333333333,335.5874729156494,14319889.166666666,12715492.75,167014.8333333333,500.27416610717773
2390.0,39839891.33333333,237180.66666666666,433440.3333333333,5547.0,3250.000000000001,4973067.833333333,18119836.5,7086907.416666666,00000117.png,7,104010.5,333.7522486448288,14187331.5,11495748.166666666,165065.16666666666,483.1614682674408
2341.0,37883136.666666664,225697.8333333333,413695.1666666666,5344.0,3205.5,4761986.166666666,16995506.666666664,6917565.75,00000118.png,9,101366.0,330.678853392601,14108100.666666666,10719132.0,162761.5,470.04877042770386
2243.0,33316676.916666664,203370.16666666666,368476.0,4853.5,2579.000000000001,4516265.333333333,15038818.958333332,6592540.166666666,00000119.png,8,97702.5,321.5927813053131,13308019.0,9402385.25,153655.8333333333,432.59292674064636
2009.5,28966718.5,184111.0,324080.8333333333,4361.0,2104.0000000000005,3961110.583333333,13366907.916666666,5708905.541666666,00000120.png,9,87360.83333333333,310.3803186416626,11415332.583333332,8377131.166666666,133195.5,404.69343197345734
1919.5,24833611.583333332,163995.8333333333,280433.3333333333,3872.5,1733.9999999999984,3648757.4166666665,11622357.625,5303044.541666666,00000121.png,10,82422.66666666666,302.0886197090149,10815118.75,7330943.25,125527.66666666666,393.0365778207779
1955.0,21028608.5,149031.3333333333,242268.16666666666,3485.0,1488.499999999999,3692194.0,10172016.75,5394775.083333333,00000122.png,10,84032.83333333333,293.38188433647156,10821934.166666666,6630296.5,126933.33333333333,371.62236428260803
2059.0,18187098.75,141394.0,215242.16666666666,3211.5,1075.4999999999995,4050678.333333333,9379037.708333332,5752205.75,00000123.png,7,90448.5,286.79436695575714,10865773.0,6414927.083333333,131592.8333333333,336.7939372062683
2188.0,17584232.0,150383.5,214606.16666666666,3316.0,1110.9999999999943,4290937.166666666,9621324.25,6193330.583333333,00000124.png,10,95833.83333333333,287.10864889621735,11780053.833333332,7037606.5,142013.5,361.2792184352875
2508.5,22262434.666666664,180846.3333333333,264717.6666666666,3925.0,1471.9999999999975,4918277.416666666,12014671.833333332,7617186.875,00000125.png,8,109516.16666666666,297.46346294879913,15402329.75,8698121.5,175776.8333333333,376.634556889534
2208.0,28058595.25,215142.16666666666,324520.8333333333,4600.5,2606.4999999999995,4301807.666666666,15010854.458333332,6283174.25,00000126.png,7,95364.0,308.7095003128052,12572620.333333332,10655933.416666666,146779.3333333333,504.1320307254791
2254.0,33530008.916666664,249645.5,379101.0,5170.5,3013.5,4452900.0,18225741.458333332,6508770.416666666,00000127.png,7,97243.33333333333,320.5406256914139,13024579.833333332,12943007.75,151752.16666666666,504.67618703842163
2288.0,37550735.58333333,274170.8333333333,420140.8333333333,5606.5,2846.499999999999,4626696.833333333,20477897.041666664,6739085.75,00000128.png,10,99090.5,326.67338967323303,13420865.666666666,14610693.25,155928.3333333333,509.3036036491394
2304.0,39477940.5,288514.0,442084.5,5870.0,2917.500000000002,4654148.666666666,21604945.25,6726664.083333333,00000129.png,12,99253.0,328.78583669662476,13403375.833333332,15621278.166666666,156674.16666666666,508.96045780181885
2312.5,41031851.25,293114.8333333333,457199.5,6023.5,3018.0,4695189.416666666,21988615.791666664,6738962.125,00000130.png,12,99610.83333333333,330.4926482439041,13466459.416666666,15832825.25,157597.8333333333,505.88939011096954
2247.5,41382005.83333333,285137.8333333333,459388.0,6011.0,3194.0,4614561.75,21418599.583333332,6585030.791666666,00000131.png,10,97390.0,332.7453191280365,13196662.083333332,15123596.5,153486.3333333333,537.345233798027
2227.5,40366627.416666664,273996.8333333333,449398.3333333333,5917.5,3372.0,4521849.25,20356756.625,6453789.625,00000132.png,9,96419.83333333333,331.4514853954315,12974889.416666666,14195383.083333332,151295.66666666666,522.3746713399887
2136.0,38141601.0,255968.3333333333,426495.1666666666,5647.0,3127.000000000001,4317850.5,18871901.583333332,6219627.5,00000133.png,6,92879.5,325.3100913763046,12454720.333333332,12919601.0,145199.3333333333,500.3330411911011
2059.0,33342330.833333332,224585.66666666666,374693.0,5028.0,2732.500000000001,4110664.6666666665,16359496.416666666,5881910.0,00000134.png,7,89690.83333333333,317.5942796468735,11712563.333333332,10942079.166666666,137144.5,455.22034335136414
1967.0,28375292.916666664,196412.66666666666,322034.5,4415.5,2038.5000000000005,3915191.833333333,14074872.208333332,5609272.833333333,00000135.png,6,86304.66666666666,307.41332280635834,10987959.833333332,9326531.083333332,129228.66666666666,418.59292674064636
1910.5,23273457.416666664,162814.66666666666,266085.3333333333,3726.5,1600.500000000001,3782395.583333333,11464280.208333332,5462523.541666666,00000136.png,8,84044.66666666666,297.7518684864044,10669078.583333332,7448913.25,125374.66666666666,379.722869515419
1880.5,18585100.25,134756.66666666666,215116.5,3109.5,1265.4999999999995,3653771.583333333,9197964.208333332,5325424.958333333,00000137.png,6,82195.33333333333,289.5976071357727,10421943.916666666,6023676.416666666,122840.0,348.4091612100601
1910.0,17147667.25,135339.0,202039.8333333333,3010.5,987.5000000000018,3760516.5,9001810.958333332,5421644.583333333,00000138.png,6,84075.16666666666,286.4087096452713,10329400.166666666,6237709.916666666,123573.83333333333,324.16652059555054
2096.0,16466335.666666666,134471.0,196200.0,2953.0,799.9999999999998,4149582.0,8861627.666666666,6304917.166666666,00000139.png,7,92413.66666666666,286.18109929561615,12326126.0,6272888.333333333,143196.0,312.5096664428711
1975.0,20435778.75,152336.16666666666,235245.16666666666,3367.5,1142.0000000000007,3854885.333333333,10565563.125,5780153.666666666,00000140.png,7,86110.16666666666,294.2102175951004,11436771.0,7116110.916666666,132898.16666666666,439.90663504600525
2084.5,25604760.416666664,176401.66666666666,288473.3333333333,3953.5,1635.4999999999998,4089511.75,12818035.708333332,6131006.208333333,00000141.png,7,90485.83333333333,304.7028257846832,12096214.583333332,8268950.583333333,141320.0,450.83556735515594
2162.5,31294432.833333332,213881.0,351087.0,4728.0,2191.5000000000005,4288577.416666666,15917599.0,6361884.875,00000142.png,8,93665.5,314.9917862415314,12464328.75,10398066.833333332,146421.5,489.26197350025177
2174.0,36125011.916666664,245441.66666666666,404515.1666666666,5394.5,2447.500000000002,4413977.333333333,18468195.875,6459895.0,00000143.png,11,94407.33333333333,322.7039877176285,12687353.833333332,12278130.583333332,147907.5,527.1025931835175
2192.5,38386260.25,253411.8333333333,427124.3333333333,5619.5,2605.999999999999,4448377.083333333,19306769.375,6462442.291666666,00000144.png,10,94601.5,326.042307138443,12772805.25,12720398.916666666,149543.3333333333,527.6295045614243
2193.0,40392622.83333333,260740.5,446925.8333333333,5813.0,2799.999999999996,4542105.333333333,20114105.0,6560969.333333333,00000145.png,8,95108.83333333333,328.67721939086914,12884036.166666666,13157482.833333332,150442.3333333333,544.8427076339722
2205.5,40934661.5,254671.66666666666,449514.3333333333,5801.0,2950.5,4584071.916666666,19678241.0,6584692.208333333,00000146.png,9,95777.5,330.2014070749283,12997266.75,12637042.833333332,151387.3333333333,542.9432128667831
2190.0,41229567.33333333,249052.5,450445.5,5771.0,2988.0,4590385.166666666,19256607.75,6583348.416666666,00000147.png,13,95664.5,332.17306196689606,13051696.666666666,12214263.666666666,151120.3333333333,542.558436870575
2164.0,40243261.416666664,241677.0,438120.5,5594.5,3380.0,4462385.0,18640532.208333332,6446930.166666666,00000148.png,11,93974.66666666666,332.24055993556976,12969044.833333332,11798643.916666666,149851.5,534.2741661071777
2130.5,37541780.916666664,224971.16666666666,410780.5,5306.5,3245.499999999998,4399105.916666666,17090378.875,6421019.208333333,00000149.png,8,93348.66666666666,326.8941696882248,12835894.583333332,10660717.083333332,147750.3333333333,515.7472547292709
2062.5,32794583.083333332,204813.16666666666,362330.5,4768.5,2498.4999999999973,4257593.583333333,15315431.958333332,6179422.208333333,00000150.png,8,91293.0,319.18658423423767,12111644.916666666,9592564.416666666,140227.66666666666,473.8061298131943
1892.5,28455553.0,181169.5,317121.5,4244.0,2315.4999999999995,3784560.083333333,13322525.0,5503941.458333333,00000151.png,9,82994.83333333333,308.63062512874603,10839728.75,8277182.333333333,126019.5,424.83556735515594
1837.5,23828039.583333332,158893.8333333333,269245.6666666666,3706.5,1950.0,3611014.4166666665,11374889.041666666,5247169.791666666,00000152.png,9,80378.33333333333,299.72966396808624,10319019.75,7157543.25,120581.66666666666,384.06601536273956
1843.5,19524988.166666664,136123.0,224095.66666666666,3176.0,1280.5000000000005,3584651.4166666665,9500641.333333332,5276817.708333333,00000153.png,10,80502.0,289.4071035385132,10251325.25,6036668.5,120765.5,359.23758828639984
1912.0,17941003.0,139207.0,211769.16666666666,3127.0,1011.5000000000007,3741146.0,9356187.666666666,5536638.916666666,00000154.png,7,83836.33333333333,284.80509638786316,10652209.666666666,6376903.333333333,125961.66666666666,324.16652059555054
2064.5,15848147.416666666,131945.66666666666,190887.16666666666,2909.5,854.0000000000047,4070249.25,8648209.458333332,6048803.791666666,00000155.png,6,90783.0,282.9991374015808,11429376.416666666,6127591.583333333,136864.16666666666,316.2670258283615
2430.0,20267442.25,159943.16666666666,238408.8333333333,3509.5,1019.5000000000009,4769723.333333333,10808752.125,7520918.166666666,00000156.png,9,106306.0,292.9531705379486,15040682.333333332,7538498.083333333,171804.0,358.59292674064636
2677.0,24846362.166666664,190646.3333333333,286877.5,4089.0,1455.0000000000018,5276210.666666666,13327412.75,8699989.083333332,00000157.png,7,116935.5,303.7592318058014,18013644.5,9295588.833333332,198810.0,379.90663504600525
2105.5,30642900.666666664,226571.66666666666,346213.0,4743.0,2395.0000000000023,4177155.083333333,16544048.5,6244991.875,00000158.png,8,91299.33333333333,314.99319064617157,12390563.916666666,11501274.166666666,143046.5,494.97770273685455
2130.5,34953969.25,257824.66666666666,391270.0,5250.5,2721.4999999999977,4377748.25,19281993.458333332,6412531.875,00000159.png,12,93350.0,323.31171548366547,12489275.416666666,13639143.083333332,144671.16666666666,499.11983811855316
2149.0,37227310.166666664,273480.0,416230.6666666666,5530.0,2870.0,4496206.833333333,20609565.916666664,6565796.5,00000160.png,11,94306.33333333333,326.47855734825134,12905615.333333332,14733160.666666666,148123.5,497.0193328857422
2100.0,38552370.75,273713.6666666666,429110.5,5649.5,2924.0,4366851.0,20691026.625,6322934.416666666,00000161.png,9,91728.0,328.7344435453415,12527887.5,14591453.083333332,144060.8333333333,496.81832242012024
2098.0,39911397.08333333,276542.1666666666,442723.3333333333,5807.5,3184.500000000002,4365875.333333333,20905355.291666664,6297216.25,00000162.png,9,91666.33333333333,331.09831643104553,12523560.666666666,14602453.583333332,143852.3333333333,498.3330411911011
2099.5,39064206.916666664,262502.5,433047.1666666666,5670.5,3228.999999999999,4339952.416666666,19773785.625,6223597.458333333,00000163.png,9,91693.0,329.3485164642334,12362919.083333332,13499973.083333332,143250.66666666666,485.6051193475723
2082.0,38076071.58333333,246962.66666666666,423467.3333333333,5579.5,3205.5,4243326.666666666,18334963.791666664,6083941.5,00000164.png,11,90464.0,327.2350472211838,12278127.333333332,12215823.25,142004.3333333333,478.67618703842163
2073.0,35214840.25,227728.8333333333,393558.3333333333,5231.5,2831.499999999999,4174053.1666666665,16740381.875,6020590.0,00000165.png,12,90278.0,320.9833858013153,11984109.833333332,10967715.583333332,139759.3333333333,455.22034335136414
2037.0,30767733.166666664,199459.5,347390.0,4701.0,2357.0000000000005,3967415.833333333,14396393.583333332,5735189.5,00000166.png,11,87635.0,314.07287669181824,11572964.333333332,9234647.0,135351.16666666666,423.76449966430664
1918.5,26415034.583333332,171927.66666666666,299920.8333333333,4111.5,1972.5000000000005,3646802.75,12312431.875,5247698.625,00000167.png,10,82114.5,304.3982027769089,10490750.583333332,7693937.75,124196.33333333333,399.52185904979706
1832.5,23074271.833333332,158858.66666666666,265512.6666666666,3746.0,1691.4999999999982,3383980.583333333,11056252.25,4880642.291666666,00000168.png,12,77711.66666666666,296.4815944433212,9842927.916666666,7090852.0,116720.33333333333,375.37972366809845
1841.0,19732690.416666664,140031.0,229509.8333333333,3303.5,1363.5,3433321.1666666665,9575495.958333332,4924203.666666666,00000169.png,12,78731.66666666666,289.4417095184326,9750646.333333332,6167598.916666666,116609.83333333333,354.7939372062683
1947.0,18054712.0,139599.8333333333,214515.66666666666,3202.0,1145.999999999999,3743136.5,9201962.75,5266658.0,00000170.png,10,84607.66666666666,285.4625189304352,10098677.0,6281583.833333333,122678.83333333333,331.62236428260803
2056.0,17087529.583333332,143721.5,207114.5,3168.5,956.0000000000009,4030695.1666666665,9256770.541666666,5628914.166666666,00000171.png,11,90147.83333333333,284.08280897140503,10519989.833333332,6708307.583333333,129639.5,365.76449966430664
2304.0,20391393.25,165153.5,248415.0,3745.5,1386.4999999999998,4483872.833333333,10713272.708333332,6592276.583333333,00000172.png,9,100376.83333333333,287.61981523036957,12862586.166666666,7621783.25,152892.16666666666,415.7056245803833
2218.5,25630395.583333332,191930.8333333333,303362.8333333333,4363.5,1853.500000000001,4288620.25,13133635.375,6175655.541666666,00000173.png,11,95819.33333333333,296.29330015182495,12032191.916666666,8978752.916666666,144403.0,522.8599525690079
